unique_id,order_id,quantity,unit_price,total_sale,order_date,order_status,product_category,cost_price,contact_number,address,city,country,last_name,first_name,order_size,is_dirty
472,10211,28,92.57,2591.96,2004-01-15,Shipped,"Classic Cars",79.00,"(1) 47.55.6555","25, rue Lauriston",Paris,France,Perrier,Dominique,Small,0
473,10304,37,95.55,3535.35,2004-10-11,Shipped,"Vintage Cars",102.00,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium,0
474,10227,31,48.52,1504.12,2004-03-02,Shipped,"Vintage Cars",53.00,78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small,0
475,10270,43,96.84,4164.12,2004-07-19,Shipped,"Trucks and Buses",116.00,"+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,0
476,10225,37,77.41,2864.17,2004-02-22,Shipped,"Classic Cars",79.00,0897-034555,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Small,0
477,10244,20,58.22,1164.40,2004-04-29,Shipped,"Vintage Cars",53.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
478,10312,43,89.38,3843.34,2004-10-21,Shipped,"Vintage Cars",102.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
479,10280,24,100.00,2800.08,2004-08-17,Shipped,"Trucks and Buses",116.00,011-4988555,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Small,0
480,10322,43,86.30,3710.90,2004-11-04,Shipped,"Vintage Cars",102.00,6035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Medium,0
481,10256,29,51.75,1500.75,2004-06-08,Shipped,"Vintage Cars",53.00,"31 12 3555","Vinb'ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Small,0
482,10291,41,100.00,4687.94,2004-09-08,Shipped,"Trucks and Buses",116.00,"0695-34 6555","?kergatan 24",Boras,Sweden,Larsson,Maria,Medium,0
483,10238,20,74.21,1484.20,2004-04-09,Shipped,"Classic Cars",79.00,"31 12 3555","Vinb'ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Small,0
484,10332,46,95.13,4375.98,2004-11-17,Shipped,"Vintage Cars",102.00,"(171) 555-1555","Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium,0
485,10304,46,98.00,4508.00,2004-10-11,Shipped,"Trucks and Buses",116.00,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium,0
486,10280,27,57.68,1557.36,2004-08-17,Shipped,"Vintage Cars",53.00,011-4988555,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Small,0
487,10312,32,100.00,4181.44,2004-10-21,Shipped,"Trucks and Buses",116.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
488,10253,25,90.17,2254.25,2004-06-01,Cancelled,"Classic Cars",79.00,"(171) 555-2282","Berkeley Gardens 12  Brewery",Liverpool,UK,Devon,Elizabeth,Small,0
489,10289,24,56.07,1345.68,2004-09-03,Shipped,"Vintage Cars",53.00,"+47 2267 3215","Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small,0
490,10304,37,48.52,1795.24,2004-10-11,Shipped,"Vintage Cars",53.00,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small,0
491,10266,35,76.61,2681.35,2004-07-06,Shipped,"Classic Cars",79.00,0522-556555,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Small,0
492,10398,33,100.00,4215.09,2005-03-30,Shipped,Planes,157.00,26.47.1555,"59 rue de l'Abbaye",Reims,France,Henriot,Paul,Medium,0
493,10312,25,44.21,1105.25,2004-10-21,Shipped,"Vintage Cars",53.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small,0
494,10400,34,100.00,6433.82,2005-04-01,Shipped,Planes,157.00,4085553659,"3086 Ingle Ln.","San Jose",USA,Frick,Sue,Medium,0
495,10276,38,83.79,3184.02,2004-08-02,Shipped,"Classic Cars",79.00,6175557555,"7635 Spinnaker Dr.",Brickhaven,USA,Barajas,Miguel,Medium,0
496,10322,41,57.68,2364.88,2004-11-04,Shipped,"Vintage Cars",53.00,6035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Small,0
497,10346,42,36.11,1516.62,2004-11-29,Shipped,"Vintage Cars",102.00,7025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small,0
498,10287,41,69.43,2846.63,2004-08-30,Shipped,"Classic Cars",79.00,0897-034555,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Small,0
499,10356,50,50.18,2509.00,2004-12-09,Shipped,"Vintage Cars",102.00,"+33 1 46 62 7555","27 rue du Colonel Pierre Avia",Paris,France,"Da Cunha",Daniel,Small,0
500,10332,27,89.89,2427.03,2004-11-17,Shipped,"Vintage Cars",53.00,"(171) 555-1555","Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Small,0
501,10416,24,100.00,4352.16,2005-05-10,Shipped,Planes,157.00,0522-556555,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium,0
502,10100,30,100.00,5151.00,2003-01-06,Shipped,"Vintage Cars",170.00,6035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Medium,0
503,10347,21,58.95,1237.95,2004-11-29,Shipped,"Vintage Cars",53.00,"03 9520 4555","636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Small,0
504,10369,44,100.00,9240.44,2005-01-20,Shipped,"Vintage Cars",102.00,6175558555,"7825 Douglas Av.",Brickhaven,USA,Nelson,Allen,Large,0
505,10110,42,100.00,6069.00,2003-03-18,Shipped,"Vintage Cars",170.00,"(171) 555-1555","Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium,0
506,10300,22,76.61,1685.42,2003-10-04,Shipped,"Classic Cars",79.00,"+49 69 66 90 2555","Lyonerstr. 34",Frankfurt,Germany,Keitel,Roland,Small,0
507,10124,21,100.00,2856.00,2003-05-21,Shipped,"Vintage Cars",170.00,7025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small,0
508,10356,22,72.41,1593.02,2004-12-09,Shipped,"Vintage Cars",53.00,"+33 1 46 62 7555","27 rue du Colonel Pierre Avia",Paris,France,"Da Cunha",Daniel,Small,0
509,10380,27,93.16,2515.32,2005-02-16,Shipped,"Vintage Cars",102.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
510,10149,34,100.00,5375.40,2003-09-12,Shipped,"Vintage Cars",170.00,4155554312,"2793 Furth Circle",Brisbane,USA,Taylor,Sue,Medium,0
511,10162,29,100.00,5176.50,2003-10-18,Shipped,"Vintage Cars",170.00,6505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Medium,0
512,10369,32,98.63,3156.16,2005-01-20,Shipped,"Vintage Cars",53.00,6175558555,"7825 Douglas Av.",Brickhaven,USA,Nelson,Allen,Medium,0
513,10310,49,81.40,3988.60,2004-10-16,Shipped,"Classic Cars",79.00,0221-5554327,"Mehrheimerstr. 369",Koln,Germany,Pfalzheim,Henriette,Medium,0
514,10173,24,100.00,3508.80,2003-11-05,Shipped,"Vintage Cars",170.00,035-640555,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Medium,0
515,10320,38,73.42,2789.96,2004-11-03,Shipped,"Classic Cars",79.00,"0921-12 3555","Berguvsvâ€žgen  8",Lule,Sweden,Berglund,Christina,Small,0
516,10381,25,52.83,1320.75,2005-02-17,Shipped,"Vintage Cars",53.00,6505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Small,0
517,10182,44,100.00,7554.80,2003-11-12,Shipped,"Vintage Cars",170.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Large,0
518,10391,35,100.00,5548.90,2005-03-09,Shipped,"Vintage Cars",102.00,"02 9936 8555","201 Miller Street","North Sydney",Australia,O'Hara,Anna,Medium,0
519,10193,21,100.00,3141.60,2003-11-21,Shipped,"Vintage Cars",170.00,61-9-3844-6555,"7 Allen Street","Glen Waverly",Australia,Connery,Sean,Medium,0
520,10329,33,100.00,3607.56,2004-11-15,Shipped,"Classic Cars",79.00,2125557818,"897 Long Airport Avenue",NYC,USA,Yu,Kwai,Medium,0
521,10391,42,100.00,4998.00,2005-03-09,Shipped,"Vintage Cars",53.00,"02 9936 8555","201 Miller Street","North Sydney",Australia,O'Hara,Anna,Medium,0
522,10204,33,100.00,5890.50,2003-12-02,Shipped,"Vintage Cars",170.00,2125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium,0
523,10341,36,93.56,3368.16,2004-11-24,Shipped,"Classic Cars",79.00,6562-9555,"Geislweg 14",Salzburg,Austria,Pipps,Georg,Medium,0
524,10214,30,100.00,5967.00,2004-01-26,Shipped,"Vintage Cars",170.00,"(91) 555 22 82","C/ Araquil, 67",Madrid,Spain,Sommer,MartÂ¡n,Medium,0
525,10422,25,51.75,1293.75,2005-05-30,"In Process","Vintage Cars",53.00,2155551555,"7586 Pompton St.",Allentown,USA,Yu,Kyung,Small,0
526,10227,26,100.00,3712.80,2004-03-02,Shipped,"Vintage Cars",170.00,78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,0
527,10110,37,100.00,5433.08,2003-03-18,Shipped,"Classic Cars",124.00,"(171) 555-1555","Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium,0
528,10422,51,95.55,4873.05,2005-05-30,"In Process","Vintage Cars",102.00,2155551555,"7586 Pompton St.",Allentown,USA,Yu,Kyung,Medium,0
529,10241,41,100.00,7597.30,2004-04-13,Shipped,"Vintage Cars",170.00,88.60.1555,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Large,0
530,10123,26,100.00,3073.72,2003-05-20,Shipped,"Classic Cars",124.00,40.32.2555,"54, rue Royale",Nantes,France,Schmitt,Carine,Medium,0
531,10280,26,100.00,3668.60,2004-08-17,Shipped,"Vintage Cars",170.00,011-4988555,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Medium,0
532,10137,44,99.55,4380.20,2003-07-10,Shipped,"Classic Cars",124.00,26.47.1555,"59 rue de l'Abbaye",Reims,France,Henriot,Paul,Medium,0
533,10288,32,100.00,5875.20,2004-09-01,Shipped,"Vintage Cars",170.00,"+65 224 1555","Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Medium,0
534,10102,41,50.14,2055.74,2003-01-10,Shipped,"Vintage Cars",53.00,2125551500,"2678 Kingston Rd.",NYC,USA,Frick,Michael,Small,0
535,10363,34,81.62,2775.08,2005-01-06,Shipped,"Classic Cars",79.00,"+358 9 8045 555","Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,0
536,10302,43,100.00,7310.00,2003-10-06,Shipped,"Vintage Cars",170.00,"(171) 555-2282","Berkeley Gardens 12  Brewery",Liverpool,UK,Devon,Elizabeth,Large,0
537,10148,47,100.00,5848.68,2003-09-11,Shipped,"Classic Cars",124.00,"02 9936 8555","201 Miller Street","North Sydney",Australia,O'Hara,Anna,Medium,0
538,10312,48,100.00,8078.40,2004-10-21,Shipped,"Vintage Cars",170.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Large,0
539,10377,24,67.83,1627.92,2005-02-09,Shipped,"Classic Cars",79.00,"90-224 8555","Keskuskatu 45",Helsinki,Finland,Karttunen,Matti,Small,0
540,10111,48,49.06,2354.88,2003-03-25,Shipped,"Vintage Cars",53.00,6505555787,"5557 North Pendale Street","San Francisco",USA,Murphy,Julie,Small,0
541,10331,44,74.04,3257.76,2004-11-17,Shipped,"Vintage Cars",170.00,2155559857,"11328 Douglas Av.",Philadelphia,USA,Hernandez,Rosa,Medium,0
542,10161,43,100.00,6153.73,2003-10-17,Shipped,"Classic Cars",124.00,"86 21 3555","Smagsloget 45",Aaarhus,Denmark,Ibsen,Palle,Medium,0
543,10389,36,70.26,2529.36,2005-03-03,Shipped,"Classic Cars",79.00,"0695-34 6555","?kergatan 24",Boras,Sweden,Larsson,Maria,Small,0
544,10344,45,100.00,7650.00,2004-11-25,Shipped,"Vintage Cars",170.00,91.24.4555,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Large,0
545,10126,42,54.99,2309.58,2003-05-28,Shipped,"Vintage Cars",53.00,"(91) 555 22 82","C/ Araquil, 67",Madrid,Spain,Sommer,MartÂ¡n,Small,0
546,10367,37,100.00,4703.81,2005-01-12,Resolved,"Vintage Cars",170.00,6265557265,"78934 Hillside Dr.",Pasadena,USA,Young,Julie,Medium,0
547,10172,42,100.00,4965.24,2003-11-05,Shipped,"Classic Cars",124.00,2035552570,"25593 South Bay Ln.",Bridgewater,USA,King,Julie,Medium,0
548,10139,49,43.13,2113.37,2003-07-16,Shipped,"Vintage Cars",53.00,"+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,0
549,10419,34,90.17,3065.78,2005-05-17,Shipped,"Classic Cars",79.00,6562-9555,"Geislweg 14",Salzburg,Austria,Pipps,Georg,Medium,0
550,10149,30,58.22,1746.60,2003-09-12,Shipped,"Vintage Cars",53.00,4155554312,"2793 Furth Circle",Brisbane,USA,Taylor,Sue,Small,0
551,10379,39,100.00,5399.55,2005-02-10,Shipped,"Vintage Cars",170.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
552,10181,42,100.00,5435.64,2003-11-12,Shipped,"Classic Cars",124.00,"+47 2267 3215","Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium,0
553,10407,76,100.00,14082.80,2005-04-22,"On Hold","Vintage Cars",170.00,4085553659,"3086 Ingle Ln.","San Jose",USA,Frick,Sue,Large,0
554,10420,37,100.00,5283.60,2005-05-29,"In Process","Vintage Cars",170.00,"+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,0
555,10104,41,100.00,4615.78,2003-01-31,Shipped,"Trucks and Buses",118.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
556,10108,38,82.39,3130.82,2003-03-03,Shipped,"Classic Cars",77.00,"+63 2 555 3587","15 McCallum Street - NatWest Center #13-03","Makati City",Philippines,Cruz,Arnold,Medium,0
557,10122,43,72.38,3112.34,2003-05-08,Shipped,"Classic Cars",77.00,91.24.4555,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium,0
558,10135,48,79.31,3806.88,2003-07-02,Shipped,"Classic Cars",77.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
559,10310,24,100.00,3448.08,2004-10-16,Shipped,"Classic Cars",142.00,0221-5554327,"Mehrheimerstr. 369",Koln,Germany,Pfalzheim,Henriette,Medium,0
560,10115,46,100.00,5723.78,2003-04-04,Shipped,"Trucks and Buses",118.00,2125558493,"5905 Pompton St.",NYC,USA,Hernandez,Maria,Medium,0
561,10147,26,82.39,2142.14,2003-09-05,Shipped,"Classic Cars",77.00,6175558555,"7825 Douglas Av.",Brickhaven,USA,Nelson,Allen,Small,0
562,10192,29,100.00,4258.36,2003-11-20,Shipped,"Classic Cars",124.00,6035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Medium,0
563,10160,38,88.55,3364.90,2003-10-11,Shipped,"Classic Cars",77.00,2155554369,"6047 Douglas Av.","Los Angeles",USA,Chandler,Michael,Medium,0
564,10127,24,100.00,2559.60,2003-06-03,Shipped,"Trucks and Buses",118.00,2125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Small,0
565,10321,25,100.00,3734.00,2004-11-04,Shipped,"Classic Cars",142.00,5085552555,"1785 First Street","New Bedford",USA,Benitez,Violeta,Medium,0
566,10170,20,63.14,1262.80,2003-11-04,Shipped,"Classic Cars",77.00,7675-3555,"Kirchgasse 6",Graz,Austria,Mendel,Roland,Small,0
567,10204,40,100.00,4032.00,2003-12-02,Shipped,"Classic Cars",124.00,2125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium,0
568,10331,30,32.47,974.10,2004-11-17,Shipped,"Classic Cars",142.00,2155559857,"11328 Douglas Av.",Philadelphia,USA,Hernandez,Rosa,Small,0
569,10141,21,100.00,2140.11,2003-08-01,Shipped,"Trucks and Buses",118.00,"+358 9 8045 555","Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,0
570,10181,22,73.92,1626.24,2003-11-12,Shipped,"Classic Cars",77.00,"+47 2267 3215","Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small,0
571,10342,22,100.00,3160.74,2004-11-24,Shipped,"Classic Cars",142.00,"03 9520 4555","636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Medium,0
572,10192,45,90.86,4088.70,2003-11-20,Shipped,"Classic Cars",77.00,6035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Medium,0
573,10212,38,100.00,4492.36,2004-01-16,Shipped,"Classic Cars",124.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
574,10151,24,100.00,3327.60,2003-09-21,Shipped,"Trucks and Buses",118.00,981-443655,"Torikatu 38",Oulu,Finland,Koskitalo,Pirkko,Medium,0
575,10356,27,64.69,1746.63,2004-12-09,Shipped,"Classic Cars",142.00,"+33 1 46 62 7555","27 rue du Colonel Pierre Avia",Paris,France,"Da Cunha",Daniel,Small,0
576,10203,45,85.47,3846.15,2003-12-02,Shipped,"Classic Cars",77.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
577,10226,38,100.00,4161.38,2004-02-26,Shipped,"Classic Cars",124.00,7605558146,"361 Furth Circle","San Diego",USA,Thompson,Valarie,Medium,0
578,10366,34,100.00,4207.84,2005-01-10,Shipped,"Classic Cars",142.00,"(071) 23 67 2555","Boulevard Tirou, 255",Charleroi,Belgium,Cartrain,Pascale,Medium,0
579,10212,20,66.99,1339.80,2004-01-16,Shipped,"Classic Cars",77.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
580,10241,21,100.00,2508.66,2004-04-13,Shipped,"Classic Cars",124.00,88.60.1555,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,0
581,10377,36,100.00,4352.76,2005-02-09,Shipped,"Classic Cars",142.00,"90-224 8555","Keskuskatu 45",Helsinki,Finland,Karttunen,Matti,Medium,0
582,10225,47,64.68,3039.96,2004-02-22,Shipped,"Classic Cars",77.00,0897-034555,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Medium,0
583,10253,24,100.00,3374.88,2004-06-01,Cancelled,"Classic Cars",124.00,"(171) 555-2282","Berkeley Gardens 12  Brewery",Liverpool,UK,Devon,Elizabeth,Medium,0
584,10239,46,73.92,3400.32,2004-04-12,Shipped,"Classic Cars",77.00,981-443655,"Torikatu 38",Oulu,Finland,Koskitalo,Pirkko,Medium,0
585,10253,23,83.93,1930.39,2004-06-01,Cancelled,"Classic Cars",77.00,"(171) 555-2282","Berkeley Gardens 12  Brewery",Liverpool,UK,Devon,Elizabeth,Small,0
586,10207,43,100.00,5752.54,2003-12-09,Shipped,"Trucks and Buses",122.00,6175552555,"6251 Ingle Ln.",Boston,USA,Franco,Valarie,Medium,0
587,10390,34,43.05,1463.70,2005-03-04,Shipped,"Classic Cars",142.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small,0
588,10406,48,100.00,7169.28,2005-04-15,Disputed,"Classic Cars",142.00,"31 12 3555","Vinb'ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Large,0
589,10266,36,100.00,5196.60,2004-07-06,Shipped,"Classic Cars",124.00,0522-556555,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium,0
590,10266,33,74.69,2464.77,2004-07-06,Shipped,"Classic Cars",77.00,0522-556555,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Small,0
591,10419,34,100.00,4594.76,2005-05-17,Shipped,"Classic Cars",142.00,6562-9555,"Geislweg 14",Salzburg,Austria,Pipps,Georg,Medium,0
592,10278,29,90.86,2634.94,2004-08-06,Shipped,"Classic Cars",77.00,7025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small,0
593,10278,23,100.00,2604.52,2004-08-06,Shipped,"Classic Cars",124.00,7025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small,0
594,10229,26,100.00,3765.32,2004-03-11,Shipped,"Trucks and Buses",122.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
595,10287,44,82.39,3625.16,2004-08-30,Shipped,"Classic Cars",77.00,0897-034555,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Medium,0
596,10104,24,100.00,3457.92,2003-01-31,Shipped,"Classic Cars",163.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
597,10300,41,92.40,3788.40,2003-10-04,Shipped,"Classic Cars",77.00,"+49 69 66 90 2555","Lyonerstr. 34",Frankfurt,Germany,Keitel,Roland,Medium,0
598,10115,46,100.00,7381.16,2003-04-04,Shipped,"Classic Cars",163.00,2125558493,"5905 Pompton St.",NYC,USA,Hernandez,Maria,Large,0
599,10288,20,100.00,2936.80,2004-09-01,Shipped,"Classic Cars",124.00,"+65 224 1555","Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Small,0
600,10246,22,98.18,2159.96,2004-05-05,Shipped,"Trucks and Buses",122.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
601,10127,45,100.00,7146.90,2003-06-03,Shipped,"Classic Cars",163.00,2125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Large,0
602,10141,39,100.00,5938.53,2003-08-01,Shipped,"Classic Cars",163.00,"+358 9 8045 555","Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,0
603,10301,32,100.00,3424.64,2003-10-05,Shipped,"Classic Cars",124.00,"+47 2212 1555","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Medium,0
604,10259,34,99.41,3379.94,2004-06-15,Shipped,"Trucks and Buses",122.00,"+65 224 1555","Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Medium,0
605,10310,20,91.63,1832.60,2004-10-16,Shipped,"Classic Cars",77.00,0221-5554327,"Mehrheimerstr. 369",Koln,Germany,Pfalzheim,Henriette,Small,0
606,10151,43,100.00,7110.91,2003-09-21,Shipped,"Classic Cars",163.00,981-443655,"Torikatu 38",Oulu,Finland,Koskitalo,Pirkko,Large,0
607,10165,29,100.00,5032.95,2003-10-22,Shipped,"Classic Cars",163.00,"+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,0
608,10271,50,100.00,5093.50,2004-07-20,Shipped,"Trucks and Buses",122.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
609,10321,37,78.54,2905.98,2004-11-04,Shipped,"Classic Cars",77.00,5085552555,"1785 First Street","New Bedford",USA,Benitez,Violeta,Small,0
610,10311,29,100.00,2923.20,2004-10-16,Shipped,"Classic Cars",124.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
611,10176,20,100.00,3667.60,2003-11-06,Shipped,"Classic Cars",163.00,0522-556555,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium,0
612,10329,29,100.00,2954.81,2004-11-15,Shipped,"Classic Cars",77.00,2125557818,"897 Long Airport Avenue",NYC,USA,Yu,Kwai,Small,0
613,10281,48,100.00,5773.44,2004-08-19,Shipped,"Trucks and Buses",122.00,2155551555,"7586 Pompton St.",Allentown,USA,Yu,Kyung,Medium,0
614,10342,55,65.45,3599.75,2004-11-24,Shipped,"Classic Cars",77.00,"03 9520 4555","636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Medium,0
615,10184,46,100.00,7381.16,2003-11-14,Shipped,"Classic Cars",163.00,"(95) 555 82 82","C/ Romero, 33",Sevilla,Spain,Roel,"Jose Pedro",Large,0
616,10321,44,100.00,4489.76,2004-11-04,Shipped,"Classic Cars",124.00,5085552555,"1785 First Street","New Bedford",USA,Benitez,Violeta,Medium,0
617,10195,27,100.00,5128.11,2003-11-25,Shipped,"Classic Cars",163.00,9145554562,"3758 North Pendale Street","White Plains",USA,Frick,Steve,Medium,0
618,10292,41,100.00,4528.86,2004-09-08,Shipped,"Trucks and Buses",122.00,2125557818,"897 Long Airport Avenue",NYC,USA,Yu,Kwai,Medium,0
619,10363,22,100.00,3686.54,2005-01-06,Shipped,"Classic Cars",77.00,"+358 9 8045 555","Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,0
620,10207,44,100.00,7060.24,2003-12-09,Shipped,"Classic Cars",163.00,6175552555,"6251 Ingle Ln.",Boston,USA,Franco,Valarie,Large,0
621,10331,44,100.00,4849.24,2004-11-17,Shipped,"Classic Cars",124.00,2155559857,"11328 Douglas Av.",Philadelphia,USA,Hernandez,Rosa,Medium,0
622,10219,43,100.00,8448.64,2004-02-10,Shipped,"Classic Cars",163.00,4155554312,"2793 Furth Circle",Brisbane,USA,Taylor,Sue,Large,0
623,10377,31,67.76,2100.56,2005-02-09,Shipped,"Classic Cars",77.00,"90-224 8555","Keskuskatu 45",Helsinki,Finland,Karttunen,Matti,Small,0
624,10343,36,100.00,5848.92,2004-11-24,Shipped,"Classic Cars",124.00,26.47.1555,"59 rue de l'Abbaye",Reims,France,Henriot,Paul,Medium,0
625,10230,49,100.00,7300.51,2004-03-15,Shipped,"Classic Cars",163.00,"+49 69 66 90 2555","Lyonerstr. 34",Frankfurt,Germany,Keitel,Roland,Large,0
626,10389,49,79.22,3881.78,2005-03-03,Shipped,"Classic Cars",77.00,"0695-34 6555","?kergatan 24",Boras,Sweden,Larsson,Maria,Medium,0
627,10246,40,100.00,6549.20,2004-05-05,Shipped,"Classic Cars",163.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
628,10405,61,73.92,4509.12,2005-04-14,Shipped,"Classic Cars",77.00,88.60.1555,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Medium,0
629,10259,30,100.00,5697.90,2004-06-15,Shipped,"Classic Cars",163.00,"+65 224 1555","Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Medium,0
630,10419,39,83.93,3273.27,2005-05-17,Shipped,"Classic Cars",77.00,6562-9555,"Geislweg 14",Salzburg,Austria,Pipps,Georg,Medium,0
631,10271,50,100.00,9169.00,2004-07-20,Shipped,"Classic Cars",163.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Large,0
632,10367,49,56.30,2758.70,2005-01-12,Resolved,"Classic Cars",124.00,6265557265,"78934 Hillside Dr.",Pasadena,USA,Young,Julie,Small,0
633,10305,36,100.00,4816.08,2004-10-13,Shipped,"Trucks and Buses",122.00,6175558555,"39323 Spinnaker Dr.",Cambridge,USA,Hernandez,Marta,Medium,0
634,10282,23,100.00,3238.63,2004-08-20,Shipped,"Classic Cars",163.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
635,10109,38,100.00,4432.70,2003-03-10,Shipped,"Classic Cars",142.00,2155559857,"11328 Douglas Av.",Philadelphia,USA,Hernandez,Rosa,Medium,0
