unique_id,order_id,quantity,unit_price,total_sale,order_date,order_status,product_category,cost_price,contact_number,address,city,country,last_name,first_name,order_size
435,10149,50,100.00,5907.50,2003-09-12,Shipped,"Vintage Cars",86.46,+14155554312,"2793 Furth Circle",Brisbane,USA,Taylor,Sue,Medium
436,10162,48,91.44,4389.12,2003-10-18,Shipped,"Vintage Cars",86.46,+16505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Medium
437,10122,32,125.88,2042.88,2003-05-08,Shipped,"Classic Cars",119.89,+33231489040,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small
438,10135,24,125.88,1800.24,2003-07-02,Shipped,"Classic Cars",119.89,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
439,10173,43,100.00,5036.16,2003-11-05,Shipped,"Vintage Cars",86.46,+39090581811,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Medium
440,10162,45,90.78,2304.45,2003-10-18,Shipped,"Vintage Cars",86.46,+16505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Small
441,10147,21,125.88,1340.64,2003-09-05,Shipped,"Classic Cars",119.89,+16175558555,"7825 Douglas Av.",Brickhaven,USA,Nelson,Allen,Small
442,10140,32,107.59,4181.44,2003-07-24,Shipped,"Trucks and Buses",102.47,+16505556809,"9408 Furth Circle",Burlingame,USA,Hirano,Juri,Medium
443,10182,25,87.33,2183.25,2003-11-12,Shipped,"Vintage Cars",86.46,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
444,10150,34,107.59,4641.00,2003-09-19,Shipped,"Trucks and Buses",102.47,+6508346234,"Bronz Sok., Bronz Apt. 3 6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
445,10193,28,100.00,3106.88,2003-11-21,Shipped,"Vintage Cars",86.46,+61045566310,"7 Allen Street","Glen Waverly",Australia,Connery,Sean,Medium
446,10164,36,107.59,3570.12,2003-10-21,Resolved,"Trucks and Buses",102.47,+43077444512,"Kirchgasse 6",Graz,Austria,Mendel,Roland,Medium
447,10159,24,125.88,1762.08,2003-10-10,Shipped,"Classic Cars",119.89,+16505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Small
448,10205,36,100.00,3735.72,2003-12-03,Shipped,"Vintage Cars",86.46,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
449,10174,48,107.59,4480.32,2003-11-06,Shipped,"Trucks and Buses",102.47,+61050523632,"31 Duncan St. West End","South Brisbane",Australia,Calaghan,Tony,Medium
450,10169,36,125.88,2298.24,2003-11-04,Shipped,"Classic Cars",119.89,+61020284628,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Small
451,10215,27,89.38,2413.26,2004-01-29,Shipped,"Vintage Cars",86.46,+13105553722,"3675 Furth Circle",Burbank,USA,Thompson,Steve,Small
452,10173,48,90.78,2122.08,2003-11-05,Shipped,"Vintage Cars",86.46,+39049852247,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Small
453,10183,21,107.59,2033.64,2003-11-13,Shipped,"Trucks and Buses",102.47,+12155554695,"782 First Street",Philadelphia,USA,Cervantes,Francisca,Small
454,10227,25,100.00,2953.75,2004-03-02,Shipped,"Vintage Cars",86.46,+33884073536,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small
455,10194,21,107.59,1960.14,2003-11-25,Shipped,"Trucks and Buses",102.47,+33924800300,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small
456,10182,32,54.45,1742.40,2003-11-12,Shipped,"Vintage Cars",53.00,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
457,10181,20,81.40,1628.00,2003-11-12,Shipped,"Classic Cars",79.00,+4797178092,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
458,10206,34,107.59,3966.78,2003-12-05,Shipped,"Trucks and Buses",102.47,+16045553392,"1900 Oak St.",Vancouver,Canada,Tannamuri,Yoshi,Medium
459,10244,40,100.00,4684.80,2004-04-29,Shipped,"Vintage Cars",86.46,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
460,10215,46,107.59,5152.00,2004-01-29,Shipped,"Trucks and Buses",102.47,+13105553722,"3675 Furth Circle",Burbank,USA,Thompson,Steve,Medium
461,10193,46,53.37,2455.02,2003-11-21,Shipped,"Vintage Cars",53.00,+61008450375,"7 Allen Street","Glen Waverly",Australia,Connery,Sean,Small
462,10191,30,125.88,1939.20,2003-11-20,Shipped,"Classic Cars",119.89,+490507176021,"Mehrheimerstr. 369",Koln,Germany,Pfalzheim,Henriette,Small
463,10256,34,95.55,3248.70,2004-06-08,Shipped,"Vintage Cars",86.46,+4531123555,"Vinb ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Medium
464,10280,50,100.00,5239.50,2004-08-17,Shipped,"Vintage Cars",86.46,+39028236887,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Medium
465,10205,48,63.61,3053.28,2003-12-03,Shipped,"Vintage Cars",53.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
466,10228,32,107.59,3360.00,2004-03-10,Shipped,"Trucks and Buses",102.47,+16175555555,"4658 Baden Av.",Cambridge,USA,Tseng,Kyung,Medium
467,10203,44,82.99,3651.56,2003-12-02,Shipped,"Classic Cars",79.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
468,10215,33,90.78,1423.29,2004-01-29,Shipped,"Vintage Cars",86.46,+13105553722,"3675 Furth Circle",Burbank,USA,Thompson,Steve,Small
469,10289,38,100.00,4567.98,2004-09-03,Shipped,"Vintage Cars",86.46,+4789031636,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium
470,10245,29,107.59,3451.00,2004-05-04,Shipped,"Trucks and Buses",102.47,+12035559545,"567 North Pendale Street","New Haven",USA,Murphy,Leslie,Medium
471,10258,41,107.59,5453.00,2004-06-15,Shipped,"Trucks and Buses",102.47,+810604475200,"2-2-8 Roppongi",Minato-ku,Japan,Shimamura,Akiko,Medium
472,10211,28,92.57,2591.96,2004-01-15,Shipped,"Classic Cars",79.00,+33147556555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small
473,10304,37,95.55,3535.35,2004-10-11,Shipped,"Vintage Cars",86.46,+33351426950,"67, avenue de l Europe",Versailles,France,Tonini,Daniel,Medium
474,10227,31,90.78,1504.12,2004-03-02,Shipped,"Vintage Cars",86.46,+33943709178,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small
475,10270,43,107.59,4164.12,2004-07-19,Shipped,"Trucks and Buses",102.47,+61066426507,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium
476,10225,37,125.88,2864.17,2004-02-22,Shipped,"Classic Cars",119.89,+41490197866,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Small
477,10244,20,58.22,1164.40,2004-04-29,Shipped,"Vintage Cars",53.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
478,10312,43,89.38,3843.34,2004-10-21,Shipped,"Vintage Cars",86.46,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium
479,10280,24,107.59,2800.08,2004-08-17,Shipped,"Trucks and Buses",102.47,+39045819414,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Small
480,10322,43,90.78,3710.90,2004-11-04,Shipped,"Vintage Cars",86.46,+16035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Medium
481,10256,29,90.78,1500.75,2004-06-08,Shipped,"Vintage Cars",86.46,+4531123555,"Vinb ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Small
482,10291,41,107.59,4687.94,2004-09-08,Shipped,"Trucks and Buses",102.47,+46082037713,"kergatan 24",Boras,Sweden,Larsson,Maria,Medium
483,10238,20,125.88,1484.20,2004-04-09,Shipped,"Classic Cars",119.89,+4531123555,"Vinb ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Small
484,10332,46,95.13,4375.98,2004-11-17,Shipped,"Vintage Cars",86.46,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium
485,10304,46,107.59,4508.00,2004-10-11,Shipped,"Trucks and Buses",102.47,+33727303281,"67, avenue de l Europe",Versailles,France,Tonini,Daniel,Medium
486,10280,27,57.68,1557.36,2004-08-17,Shipped,"Vintage Cars",53.00,+39017538503,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Small
487,10312,32,107.59,4181.44,2004-10-21,Shipped,"Trucks and Buses",102.47,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium
488,10253,25,90.17,2254.25,2004-06-01,Cancelled,"Classic Cars",79.00,+441715552282,"Berkeley Gardens 12 Brewery",Liverpool,UK,Devon,Elizabeth,Small
489,10289,24,56.07,1345.68,2004-09-03,Shipped,"Vintage Cars",53.00,+4769501535,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
490,10304,37,90.78,1795.24,2004-10-11,Shipped,"Vintage Cars",86.46,+33948921691,"67, avenue de l Europe",Versailles,France,Tonini,Daniel,Small
491,10266,35,125.88,2681.35,2004-07-06,Shipped,"Classic Cars",119.89,+39065956243,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Small
492,10398,33,100.00,4215.09,2005-03-30,Shipped,Planes,88.77,+33451047120,"59 rue de l Abbaye",Reims,France,Henriot,Paul,Medium
493,10312,25,90.78,1105.25,2004-10-21,Shipped,"Vintage Cars",86.46,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
494,10400,34,100.00,6433.82,2005-04-01,Shipped,Planes,88.77,+14085553659,"3086 Ingle Ln.","San Jose",USA,Frick,Sue,Medium
495,10276,38,83.79,3184.02,2004-08-02,Shipped,"Classic Cars",79.00,+16175557555,"7635 Spinnaker Dr.",Brickhaven,USA,Barajas,Miguel,Medium
496,10322,41,57.68,2364.88,2004-11-04,Shipped,"Vintage Cars",53.00,+16035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Small
497,10346,42,90.78,1516.62,2004-11-29,Shipped,"Vintage Cars",86.46,+17025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small
498,10287,41,125.88,2846.63,2004-08-30,Shipped,"Classic Cars",119.89,+41276548332,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Small
499,10356,50,90.78,2509.00,2004-12-09,Shipped,"Vintage Cars",86.46,+33029600334,"27 rue du Colonel Pierre Avia",Paris,France,"Da Cunha",Daniel,Small
500,10332,27,89.89,2427.03,2004-11-17,Shipped,"Vintage Cars",53.00,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Small
501,10416,24,100.00,4352.16,2005-05-10,Shipped,Planes,88.77,+39031835670,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium
502,10100,30,100.00,5151.00,2003-01-06,Shipped,"Vintage Cars",86.46,+16035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Medium
503,10347,21,58.95,1237.95,2004-11-29,Shipped,"Vintage Cars",53.00,+61050298254,"636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Small
504,10369,44,100.00,9240.44,2005-01-20,Shipped,"Vintage Cars",86.46,+16175558555,"7825 Douglas Av.",Brickhaven,USA,Nelson,Allen,Large
505,10110,42,100.00,6069.00,2003-03-18,Shipped,"Vintage Cars",86.46,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium
506,10300,22,125.88,1685.42,2003-10-04,Shipped,"Classic Cars",119.89,+490559842662,"Lyonerstr. 34",Frankfurt,Germany,Keitel,Roland,Small
507,10124,21,100.00,2856.00,2003-05-21,Shipped,"Vintage Cars",86.46,+17025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small
508,10356,22,72.41,1593.02,2004-12-09,Shipped,"Vintage Cars",53.00,+33290265696,"27 rue du Colonel Pierre Avia",Paris,France,"Da Cunha",Daniel,Small
509,10380,27,93.16,2515.32,2005-02-16,Shipped,"Vintage Cars",86.46,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
510,10149,34,100.00,5375.40,2003-09-12,Shipped,"Vintage Cars",86.46,+14155554312,"2793 Furth Circle",Brisbane,USA,Taylor,Sue,Medium
511,10162,29,100.00,5176.50,2003-10-18,Shipped,"Vintage Cars",86.46,+16505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Medium
512,10369,32,98.63,3156.16,2005-01-20,Shipped,"Vintage Cars",53.00,+16175558555,"7825 Douglas Av.",Brickhaven,USA,Nelson,Allen,Medium
513,10310,49,81.40,3988.60,2004-10-16,Shipped,"Classic Cars",79.00,+490771800525,"Mehrheimerstr. 369",Koln,Germany,Pfalzheim,Henriette,Medium
514,10173,24,100.00,3508.80,2003-11-05,Shipped,"Vintage Cars",86.46,+39098820556,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Medium
515,10320,38,125.88,2789.96,2004-11-03,Shipped,"Classic Cars",119.89,+46062562629,"Berguvsv gen 8",Lule,Sweden,Berglund,Christina,Small
516,10381,25,90.78,1320.75,2005-02-17,Shipped,"Vintage Cars",86.46,+16505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Small
517,10182,44,100.00,7554.80,2003-11-12,Shipped,"Vintage Cars",86.46,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Large
518,10391,35,100.00,5548.90,2005-03-09,Shipped,"Vintage Cars",86.46,+61016351479,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Medium
519,10193,21,100.00,3141.60,2003-11-21,Shipped,"Vintage Cars",86.46,+61094069514,"7 Allen Street","Glen Waverly",Australia,Connery,Sean,Medium
520,10329,33,100.00,3607.56,2004-11-15,Shipped,"Classic Cars",79.00,+12125557818,"897 Long Airport Avenue",NYC,USA,Yu,Kwai,Medium
521,10391,42,100.00,4998.00,2005-03-09,Shipped,"Vintage Cars",53.00,+61021293135,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Medium
522,10204,33,100.00,5890.50,2003-12-02,Shipped,"Vintage Cars",86.46,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium
523,10341,36,93.56,3368.16,2004-11-24,Shipped,"Classic Cars",79.00,+43024257138,"Geislweg 14",Salzburg,Austria,Pipps,Georg,Medium
524,10214,30,100.00,5967.00,2004-01-26,Shipped,"Vintage Cars",86.46,+34915552282,"C Araquil, 67",Madrid,Spain,Sommer,MartÃ‚Â¡n,Medium
525,10422,25,90.78,1293.75,2005-05-30,"In Process","Vintage Cars",86.46,+12155551555,"7586 Pompton St.",Allentown,USA,Yu,Kyung,Small
526,10227,26,100.00,3712.80,2004-03-02,Shipped,"Vintage Cars",86.46,+33574062873,"2, rue du Commerce",Lyon,France,Saveley,Mary,Medium
527,10110,37,125.88,5433.08,2003-03-18,Shipped,"Classic Cars",119.89,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium
528,10422,51,95.55,4873.05,2005-05-30,"In Process","Vintage Cars",86.46,+12155551555,"7586 Pompton St.",Allentown,USA,Yu,Kyung,Medium
529,10241,41,100.00,7597.30,2004-04-13,Shipped,"Vintage Cars",86.46,+33142600247,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Large
530,10123,26,125.88,3073.72,2003-05-20,Shipped,"Classic Cars",119.89,+33990812649,"54, rue Royale",Nantes,France,Schmitt,Carine,Medium
531,10280,26,100.00,3668.60,2004-08-17,Shipped,"Vintage Cars",86.46,+39052626253,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Medium
532,10137,44,125.88,4380.20,2003-07-10,Shipped,"Classic Cars",119.89,+33658874766,"59 rue de l Abbaye",Reims,France,Henriot,Paul,Medium
533,10288,32,100.00,5875.20,2004-09-01,Shipped,"Vintage Cars",86.46,+6507155862,"Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Medium
534,10102,41,90.78,2055.74,2003-01-10,Shipped,"Vintage Cars",86.46,+12125551500,"2678 Kingston Rd.",NYC,USA,Frick,Michael,Small
535,10363,34,81.62,2775.08,2005-01-06,Shipped,"Classic Cars",79.00,+358060130699,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small
536,10302,43,100.00,7310.00,2003-10-06,Shipped,"Vintage Cars",86.46,+441715552282,"Berkeley Gardens 12 Brewery",Liverpool,UK,Devon,Elizabeth,Large
537,10148,47,125.88,5848.68,2003-09-11,Shipped,"Classic Cars",119.89,+61085977623,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Medium
538,10312,48,100.00,8078.40,2004-10-21,Shipped,"Vintage Cars",86.46,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Large
539,10377,24,125.88,1627.92,2005-02-09,Shipped,"Classic Cars",119.89,+358902248555,"Keskuskatu 45",Helsinki,Finland,Karttunen,Matti,Small
540,10111,48,90.78,2354.88,2003-03-25,Shipped,"Vintage Cars",86.46,+16505555787,"5557 North Pendale Street","San Francisco",USA,Murphy,Julie,Small
541,10331,44,90.78,3257.76,2004-11-17,Shipped,"Vintage Cars",86.46,+12155559857,"11328 Douglas Av.",Philadelphia,USA,Hernandez,Rosa,Medium
542,10161,43,125.88,6153.73,2003-10-17,Shipped,"Classic Cars",119.89,+4586213555,"Smagsloget 45",Aaarhus,Denmark,Ibsen,Palle,Medium
543,10389,36,125.88,2529.36,2005-03-03,Shipped,"Classic Cars",119.89,+46049496022,"kergatan 24",Boras,Sweden,Larsson,Maria,Small
544,10344,45,100.00,7650.00,2004-11-25,Shipped,"Vintage Cars",86.46,+33895472472,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Large
545,10126,42,54.99,2309.58,2003-05-28,Shipped,"Vintage Cars",53.00,+34915552282,"C Araquil, 67",Madrid,Spain,Sommer,MartÃ‚Â¡n,Small
546,10367,37,100.00,4703.81,2005-01-12,Resolved,"Vintage Cars",86.46,+16265557265,"78934 Hillside Dr.",Pasadena,USA,Young,Julie,Medium
547,10172,42,125.88,4965.24,2003-11-05,Shipped,"Classic Cars",119.89,+12035552570,"25593 South Bay Ln.",Bridgewater,USA,King,Julie,Medium
548,10139,49,90.78,2113.37,2003-07-16,Shipped,"Vintage Cars",86.46,+61099248170,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small
549,10419,34,90.17,3065.78,2005-05-17,Shipped,"Classic Cars",79.00,+43027599113,"Geislweg 14",Salzburg,Austria,Pipps,Georg,Medium
550,10149,30,58.22,1746.60,2003-09-12,Shipped,"Vintage Cars",53.00,+14155554312,"2793 Furth Circle",Brisbane,USA,Taylor,Sue,Small
551,10379,39,100.00,5399.55,2005-02-10,Shipped,"Vintage Cars",86.46,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
552,10181,42,125.88,5435.64,2003-11-12,Shipped,"Classic Cars",119.89,+4740251060,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium
553,10407,76,100.00,14082.80,2005-04-22,"On Hold","Vintage Cars",86.46,+14085553659,"3086 Ingle Ln.","San Jose",USA,Frick,Sue,Large
554,10420,37,100.00,5283.60,2005-05-29,"In Process","Vintage Cars",86.46,+61018457963,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium
555,10104,41,107.59,4615.78,2003-01-31,Shipped,"Trucks and Buses",102.47,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
556,10108,38,82.39,3130.82,2003-03-03,Shipped,"Classic Cars",77.00,+636325553587,"15 McCallum Street - NatWest Center 13-03","Makati City",Philippines,Cruz,Arnold,Medium
557,10122,43,125.88,3112.34,2003-05-08,Shipped,"Classic Cars",119.89,+33715366396,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium
558,10135,48,79.31,3806.88,2003-07-02,Shipped,"Classic Cars",77.00,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium
559,10310,24,125.88,3448.08,2004-10-16,Shipped,"Classic Cars",119.89,+490023093109,"Mehrheimerstr. 369",Koln,Germany,Pfalzheim,Henriette,Medium
560,10115,46,107.59,5723.78,2003-04-04,Shipped,"Trucks and Buses",102.47,+12125558493,"5905 Pompton St.",NYC,USA,Hernandez,Maria,Medium
561,10147,26,82.39,2142.14,2003-09-05,Shipped,"Classic Cars",77.00,+16175558555,"7825 Douglas Av.",Brickhaven,USA,Nelson,Allen,Small
562,10192,29,125.88,4258.36,2003-11-20,Shipped,"Classic Cars",119.89,+16035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Medium
563,10160,38,88.55,3364.90,2003-10-11,Shipped,"Classic Cars",77.00,+12155554369,"6047 Douglas Av.","Los Angeles",USA,Chandler,Michael,Medium
564,10127,24,107.59,2559.60,2003-06-03,Shipped,"Trucks and Buses",102.47,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Small
565,10321,25,125.88,3734.00,2004-11-04,Shipped,"Classic Cars",119.89,+15085552555,"1785 First Street","New Bedford",USA,Benitez,Violeta,Medium
566,10170,20,125.88,1262.80,2003-11-04,Shipped,"Classic Cars",119.89,+43096936638,"Kirchgasse 6",Graz,Austria,Mendel,Roland,Small
567,10204,40,125.88,4032.00,2003-12-02,Shipped,"Classic Cars",119.89,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium
568,10331,30,125.88,974.10,2004-11-17,Shipped,"Classic Cars",119.89,+12155559857,"11328 Douglas Av.",Philadelphia,USA,Hernandez,Rosa,Small
569,10141,21,107.59,2140.11,2003-08-01,Shipped,"Trucks and Buses",102.47,+358077755263,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small
570,10181,22,125.88,1626.24,2003-11-12,Shipped,"Classic Cars",119.89,+4797966403,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
571,10342,22,125.88,3160.74,2004-11-24,Shipped,"Classic Cars",119.89,+61056566229,"636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Medium
572,10192,45,90.86,4088.70,2003-11-20,Shipped,"Classic Cars",77.00,+16035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Medium
573,10212,38,125.88,4492.36,2004-01-16,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
574,10151,24,107.59,3327.60,2003-09-21,Shipped,"Trucks and Buses",102.47,+358981443655,"Torikatu 38",Oulu,Finland,Koskitalo,Pirkko,Medium
575,10356,27,125.88,1746.63,2004-12-09,Shipped,"Classic Cars",119.89,+33889319402,"27 rue du Colonel Pierre Avia",Paris,France,"Da Cunha",Daniel,Small
576,10203,45,85.47,3846.15,2003-12-02,Shipped,"Classic Cars",77.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
577,10226,38,125.88,4161.38,2004-02-26,Shipped,"Classic Cars",119.89,+17605558146,"361 Furth Circle","San Diego",USA,Thompson,Valarie,Medium
578,10366,34,125.88,4207.84,2005-01-10,Shipped,"Classic Cars",119.89,+32074961016,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain,Pascale,Medium
579,10212,20,125.88,1339.80,2004-01-16,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
580,10241,21,125.88,2508.66,2004-04-13,Shipped,"Classic Cars",119.89,+33080092650,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small
581,10377,36,125.88,4352.76,2005-02-09,Shipped,"Classic Cars",119.89,+358902248555,"Keskuskatu 45",Helsinki,Finland,Karttunen,Matti,Medium
582,10225,47,125.88,3039.96,2004-02-22,Shipped,"Classic Cars",119.89,+41151632787,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Medium
583,10253,24,125.88,3374.88,2004-06-01,Cancelled,"Classic Cars",119.89,+441715552282,"Berkeley Gardens 12 Brewery",Liverpool,UK,Devon,Elizabeth,Medium
584,10239,46,125.88,3400.32,2004-04-12,Shipped,"Classic Cars",119.89,+358981443655,"Torikatu 38",Oulu,Finland,Koskitalo,Pirkko,Medium
585,10253,23,83.93,1930.39,2004-06-01,Cancelled,"Classic Cars",77.00,+441715552282,"Berkeley Gardens 12 Brewery",Liverpool,UK,Devon,Elizabeth,Small
586,10207,43,107.59,5752.54,2003-12-09,Shipped,"Trucks and Buses",102.47,+16175552555,"6251 Ingle Ln.",Boston,USA,Franco,Valarie,Medium
587,10390,34,125.88,1463.70,2005-03-04,Shipped,"Classic Cars",119.89,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
588,10406,48,125.88,7169.28,2005-04-15,Disputed,"Classic Cars",119.89,+4531123555,"Vinb ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Large
589,10266,36,125.88,5196.60,2004-07-06,Shipped,"Classic Cars",119.89,+39051788601,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium
590,10266,33,125.88,2464.77,2004-07-06,Shipped,"Classic Cars",119.89,+39013453175,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Small
591,10419,34,125.88,4594.76,2005-05-17,Shipped,"Classic Cars",119.89,+43011900074,"Geislweg 14",Salzburg,Austria,Pipps,Georg,Medium
592,10278,29,90.86,2634.94,2004-08-06,Shipped,"Classic Cars",77.00,+17025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small
593,10278,23,125.88,2604.52,2004-08-06,Shipped,"Classic Cars",119.89,+17025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small
594,10229,26,107.59,3765.32,2004-03-11,Shipped,"Trucks and Buses",102.47,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium
595,10287,44,82.39,3625.16,2004-08-30,Shipped,"Classic Cars",77.00,+41191408480,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Medium
596,10104,24,125.88,3457.92,2003-01-31,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
597,10300,41,92.40,3788.40,2003-10-04,Shipped,"Classic Cars",77.00,+490600040210,"Lyonerstr. 34",Frankfurt,Germany,Keitel,Roland,Medium
598,10115,46,125.88,7381.16,2003-04-04,Shipped,"Classic Cars",119.89,+12125558493,"5905 Pompton St.",NYC,USA,Hernandez,Maria,Large
599,10288,20,125.88,2936.80,2004-09-01,Shipped,"Classic Cars",119.89,+6504259756,"Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Small
600,10246,22,107.59,2159.96,2004-05-05,Shipped,"Trucks and Buses",102.47,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
601,10127,45,125.88,7146.90,2003-06-03,Shipped,"Classic Cars",119.89,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Large
602,10141,39,125.88,5938.53,2003-08-01,Shipped,"Classic Cars",119.89,+358032975759,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
603,10301,32,125.88,3424.64,2003-10-05,Shipped,"Classic Cars",119.89,+4737086108,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Medium
604,10259,34,107.59,3379.94,2004-06-15,Shipped,"Trucks and Buses",102.47,+6508650326,"Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Medium
